case_count,segment,state,zone,year,month,day,festival_holiday
31,1,0,3,2019,2,14,0
33,1,0,3,2019,2,15,0
19,1,0,3,2019,2,16,0
1,1,0,3,2019,2,17,0
21,1,0,3,2019,2,18,0
14,1,0,3,2019,2,19,0
12,1,0,3,2019,2,20,0
27,1,0,3,2019,2,21,0
15,1,0,3,2019,2,22,0
5,1,0,3,2019,2,23,0
2,1,0,3,2019,2,24,0
34,1,0,3,2019,2,25,0
15,1,0,3,2019,2,26,0
9,1,0,3,2019,2,27,0
43,1,0,3,2019,2,28,0
11,1,0,3,2019,3,1,0
0,1,0,3,2019,3,2,0
2,1,0,3,2019,3,3,0
21,1,0,3,2019,3,4,1
11,1,0,3,2019,3,5,0
19,1,0,3,2019,3,6,0
22,1,0,3,2019,3,7,0
29,1,0,3,2019,3,8,0
23,1,0,3,2019,3,9,0
1,1,0,3,2019,3,10,0
22,1,0,3,2019,3,11,0
11,1,0,3,2019,3,12,0
21,1,0,3,2019,3,13,0
22,1,0,3,2019,3,14,0
27,1,0,3,2019,3,15,0
10,1,0,3,2019,3,16,0
7,1,0,3,2019,3,17,0
29,1,0,3,2019,3,18,0
12,1,0,3,2019,3,19,0
23,1,0,3,2019,3,20,0
29,1,0,3,2019,3,21,1
12,1,0,3,2019,3,22,0
8,1,0,3,2019,3,23,0
4,1,0,3,2019,3,24,0
23,1,0,3,2019,3,25,0
20,1,0,3,2019,3,26,0
18,1,0,3,2019,3,27,0
15,1,0,3,2019,3,28,0
16,1,0,3,2019,3,29,0
8,1,0,3,2019,3,30,0
18,1,0,3,2019,3,31,0
0,1,0,3,2019,4,1,0
10,1,0,3,2019,4,2,0
18,1,0,3,2019,4,3,0
17,1,0,3,2019,4,4,0
26,1,0,3,2019,4,5,0
56,1,0,3,2019,4,6,1
13,1,0,3,2019,4,7,0
18,1,0,3,2019,4,8,0
11,1,0,3,2019,4,9,0
21,1,0,3,2019,4,10,0
1,1,0,3,2019,4,11,0
36,1,0,3,2019,4,12,0
24,1,0,3,2019,4,13,1
9,1,0,3,2019,4,14,0
44,1,0,3,2019,4,15,0
35,1,0,3,2019,4,16,0
19,1,0,3,2019,4,17,1
30,1,0,3,2019,4,18,0
29,1,0,3,2019,4,19,1
11,1,0,3,2019,4,20,0
2,1,0,3,2019,4,21,0
47,1,0,3,2019,4,22,0
24,1,0,3,2019,4,23,0
27,1,0,3,2019,4,24,0
22,1,0,3,2019,4,25,0
22,1,0,3,2019,4,26,0
17,1,0,3,2019,4,27,0
2,1,0,3,2019,4,28,0
26,1,0,3,2019,4,29,0
13,1,0,3,2019,4,30,0
4,1,0,3,2019,5,1,1
27,1,0,3,2019,5,2,0
16,1,0,3,2019,5,3,0
11,1,0,3,2019,5,4,0
2,1,0,3,2019,5,5,0
47,1,0,3,2019,5,6,0
26,1,0,3,2019,5,7,0
10,1,0,3,2019,5,8,0
31,1,0,3,2019,5,9,0
19,1,0,3,2019,5,10,0
12,1,0,3,2019,5,11,0
1,1,0,3,2019,5,12,0
17,1,0,3,2019,5,13,0
20,1,0,3,2019,5,14,0
23,1,0,3,2019,5,15,0
18,1,0,3,2019,5,16,0
12,1,0,3,2019,5,17,0
13,1,0,3,2019,5,18,1
5,1,0,3,2019,5,19,0
29,1,0,3,2019,5,20,0
9,1,0,3,2019,5,21,0
21,1,0,3,2019,5,22,0
16,1,0,3,2019,5,23,0
22,1,0,3,2019,5,24,0
8,1,0,3,2019,5,25,0
6,1,0,3,2019,5,26,0
17,1,0,3,2019,5,27,0
19,1,0,3,2019,5,28,0
23,1,0,3,2019,5,29,0
32,1,0,3,2019,5,30,0
18,1,0,3,2019,5,31,0
4,1,0,3,2019,6,1,0
0,1,0,3,2019,6,2,0
15,1,0,3,2019,6,3,0
22,1,0,3,2019,6,4,0
31,1,0,3,2019,6,5,1
23,1,0,3,2019,6,6,0
25,1,0,3,2019,6,7,0
9,1,0,3,2019,6,8,0
3,1,0,3,2019,6,9,0
28,1,0,3,2019,6,10,0
16,1,0,3,2019,6,11,0
32,1,0,3,2019,6,12,0
33,1,0,3,2019,6,13,0
23,1,0,3,2019,6,14,0
19,1,0,3,2019,6,15,0
3,1,0,3,2019,6,16,0
25,1,0,3,2019,6,17,0
16,1,0,3,2019,6,18,0
22,1,0,3,2019,6,19,0
28,1,0,3,2019,6,20,0
23,1,0,3,2019,6,21,0
21,1,0,3,2019,6,22,0
5,1,0,3,2019,6,23,0
45,1,0,3,2019,6,24,0
15,1,0,3,2019,6,25,0
22,1,0,3,2019,6,26,0
37,1,0,3,2019,6,27,0
35,1,0,3,2019,6,28,0
19,1,0,3,2019,6,29,0
6,1,0,3,2019,6,30,0
19,1,0,3,2019,7,1,0
13,1,0,3,2019,7,2,0
20,1,0,3,2019,7,3,0
46,1,0,3,2019,7,4,1
0,1,0,3,2019,7,5,0
8,1,5,4,2017,4,1,0
0,1,5,4,2017,4,3,0
0,1,5,4,2017,4,4,0
91,1,5,4,2017,4,5,1
103,1,5,4,2017,4,7,0
68,1,5,4,2017,4,12,0
97,1,5,4,2017,4,13,0
103,1,5,4,2017,4,14,1
28,1,5,4,2017,4,15,0
11,1,5,4,2017,4,16,0
101,1,5,4,2017,4,17,0
88,1,5,4,2017,4,18,0
91,1,5,4,2017,4,19,0
75,1,5,4,2017,4,20,0
72,1,5,4,2017,4,21,0
46,1,5,4,2017,4,22,0
7,1,5,4,2017,4,23,0
96,1,5,4,2017,4,24,0
87,1,5,4,2017,4,25,0
108,1,5,4,2017,4,26,0
111,1,5,4,2017,4,27,0
109,1,5,4,2017,4,28,0
79,1,5,4,2017,4,29,0
410,1,5,4,2017,4,30,0
88,1,5,4,2017,5,1,1
6,1,5,4,2017,5,2,0
0,1,5,4,2017,5,3,0
0,1,5,4,2017,5,4,0
172,1,5,4,2017,5,5,0
38,1,5,4,2017,5,7,0
0,1,5,4,2017,5,8,0
4,1,5,4,2017,5,9,0
92,1,5,4,2017,5,10,1
77,1,5,4,2017,5,11,0
88,1,5,4,2017,5,12,0
51,1,5,4,2017,5,13,0
4,1,5,4,2017,5,14,0
121,1,5,4,2017,5,15,0
90,1,5,4,2017,5,16,0
90,1,5,4,2017,5,17,0
90,1,5,4,2017,5,18,0
82,1,5,4,2017,5,19,0
72,1,5,4,2017,5,20,0
14,1,5,4,2017,5,21,0
105,1,5,4,2017,5,22,0
116,1,5,4,2017,5,23,0
87,1,5,4,2017,5,24,0
94,1,5,4,2017,5,25,0
82,1,5,4,2017,5,26,0
77,1,5,4,2017,5,27,0
8,1,5,4,2017,5,28,0
129,1,5,4,2017,5,29,0
96,1,5,4,2017,5,30,0
455,1,5,4,2017,5,31,0
0,1,5,4,2017,6,1,0
73,1,5,4,2017,6,2,0
47,1,5,4,2017,6,3,0
35,1,5,4,2017,6,4,0
143,1,5,4,2017,6,5,0
8,1,5,4,2017,6,6,0
109,1,5,4,2017,6,7,0
69,1,5,4,2017,6,8,0
124,1,5,4,2017,6,9,0
75,1,5,4,2017,6,10,0
20,1,5,4,2017,6,11,0
136,1,5,4,2017,6,12,0
97,1,5,4,2017,6,13,0
114,1,5,4,2017,6,14,0
143,1,5,4,2017,6,15,0
121,1,5,4,2017,6,16,0
123,1,5,4,2017,6,17,0
27,1,5,4,2017,6,18,0
175,1,5,4,2017,6,19,0
160,1,5,4,2017,6,20,0
139,1,5,4,2017,6,21,0
179,1,5,4,2017,6,22,0
177,1,5,4,2017,6,23,0
225,1,5,4,2017,6,24,0
159,1,5,4,2017,6,25,1
144,1,5,4,2017,6,26,1
100,1,5,4,2017,6,27,0
132,1,5,4,2017,6,28,0
129,1,5,4,2017,6,29,0
586,1,5,4,2017,6,30,0
135,1,5,4,2017,7,1,0
0,1,5,4,2017,7,2,0
123,1,5,4,2017,7,5,0
28,1,5,4,2017,7,6,0
24,1,5,4,2017,7,7,0
113,1,5,4,2017,7,10,0
95,1,5,4,2017,7,11,0
91,1,5,4,2017,7,12,0
98,1,5,4,2017,7,13,0
83,1,5,4,2017,7,14,0
82,1,5,4,2017,7,15,0
14,1,5,4,2017,7,16,0
97,1,5,4,2017,7,17,0
84,1,5,4,2017,7,18,0
78,1,5,4,2017,7,19,0
110,1,5,4,2017,7,20,0
89,1,5,4,2017,7,21,0
62,1,5,4,2017,7,22,0
17,1,5,4,2017,7,23,0
142,1,5,4,2017,7,24,0
106,1,5,4,2017,7,25,0
86,1,5,4,2017,7,26,0
73,1,5,4,2017,7,27,0
88,1,5,4,2017,7,28,0
96,1,5,4,2017,7,29,0
24,1,5,4,2017,7,30,0
829,1,5,4,2017,7,31,0
96,1,5,4,2017,8,1,0
0,1,5,4,2017,8,3,0
1,1,5,4,2017,8,4,0
2,1,5,4,2017,8,5,0
3,1,5,4,2017,8,6,0
140,1,5,4,2017,8,7,1
149,1,5,4,2017,8,8,0
140,1,5,4,2017,8,9,0
150,1,5,4,2017,8,10,0
154,1,5,4,2017,8,11,0
163,1,5,4,2017,8,12,0
68,1,5,4,2017,8,13,0
312,1,5,4,2017,8,14,1
262,1,5,4,2017,8,15,1
142,1,5,4,2017,8,16,0
132,1,5,4,2017,8,17,0
129,1,5,4,2017,8,18,0
112,1,5,4,2017,8,19,0
26,1,5,4,2017,8,20,0
164,1,5,4,2017,8,21,0
149,1,5,4,2017,8,22,0
166,1,5,4,2017,8,23,0
216,1,5,4,2017,8,24,0
235,1,5,4,2017,8,25,1
107,1,5,4,2017,8,26,0
43,1,5,4,2017,8,27,0
120,1,5,4,2017,8,28,0
122,1,5,4,2017,8,29,0
125,1,5,4,2017,8,30,0
805,1,5,4,2017,8,31,0
0,1,5,4,2017,9,4,1
71,1,5,4,2017,9,5,0
40,1,5,4,2017,9,7,0
112,1,5,4,2017,9,8,0
102,1,5,4,2017,9,9,0
22,1,5,4,2017,9,10,0
159,1,5,4,2017,9,11,0
170,1,5,4,2017,9,12,0
173,1,5,4,2017,9,13,0
180,1,5,4,2017,9,14,0
175,1,5,4,2017,9,15,0
177,1,5,4,2017,9,16,0
117,1,5,4,2017,9,17,0
281,1,5,4,2017,9,18,0
308,1,5,4,2017,9,19,0
407,1,5,4,2017,9,20,0
453,1,5,4,2017,9,21,0
363,1,5,4,2017,9,22,0
324,1,5,4,2017,9,23,0
355,1,5,4,2017,9,24,0
389,1,5,4,2017,9,25,0
412,1,5,4,2017,9,26,0
440,1,5,4,2017,9,27,0
478,1,5,4,2017,9,28,0
421,1,5,4,2017,9,29,0
1890,1,5,4,2017,9,30,1
106,1,5,4,2017,10,1,1
7,1,5,4,2017,10,2,1
10,1,5,4,2017,10,3,0
9,1,5,4,2017,10,4,0
29,1,5,4,2017,10,5,0
28,1,5,4,2017,10,6,0
22,1,5,4,2017,10,7,0
51,1,5,4,2017,10,8,0
136,1,5,4,2017,10,9,0
130,1,5,4,2017,10,10,0
250,1,5,4,2017,10,11,0
288,1,5,4,2017,10,12,0
289,1,5,4,2017,10,13,0
315,1,5,4,2017,10,14,0
278,1,5,4,2017,10,15,0
526,1,5,4,2017,10,16,0
563,1,5,4,2017,10,17,0
403,1,5,4,2017,10,18,0
293,1,5,4,2017,10,19,1
31,1,5,4,2017,10,20,0
3,1,5,4,2017,10,21,0
4,1,5,4,2017,10,22,0
24,1,5,4,2017,10,23,0
49,1,5,4,2017,10,24,0
320,1,5,4,2017,10,25,0
213,1,5,4,2017,10,26,0
166,1,5,4,2017,10,27,0
125,1,5,4,2017,10,28,0
6,1,5,4,2017,10,29,0
174,1,5,4,2017,10,30,0
1046,1,5,4,2017,10,31,0
37,1,5,4,2017,11,1,0
0,1,5,4,2017,11,2,0
0,1,5,4,2017,11,3,0
0,1,5,4,2017,11,4,0
0,1,5,4,2017,11,5,0
0,1,5,4,2017,11,6,0
16,1,5,4,2017,11,7,0
87,1,5,4,2017,11,8,0
120,1,5,4,2017,11,9,0
121,1,5,4,2017,11,10,0
103,1,5,4,2017,11,11,0
10,1,5,4,2017,11,12,0
178,1,5,4,2017,11,13,0
120,1,5,4,2017,11,14,0
130,1,5,4,2017,11,15,0
153,1,5,4,2017,11,16,0
93,1,5,4,2017,11,17,0
103,1,5,4,2017,11,18,0
154,1,5,4,2017,11,19,0
0,1,5,4,2017,11,20,0
110,1,5,4,2017,11,21,0
103,1,5,4,2017,11,22,0
87,1,5,4,2017,11,23,0
98,1,5,4,2017,11,24,0
82,1,5,4,2017,11,25,0
10,1,5,4,2017,11,26,0
140,1,5,4,2017,11,27,0
141,1,5,4,2017,11,28,0
107,1,5,4,2017,11,29,0
354,1,5,4,2017,11,30,0
0,1,5,4,2017,12,1,1
0,1,5,4,2017,12,2,0
37,1,5,4,2017,12,3,0
87,1,5,4,2017,12,4,0
76,1,5,4,2017,12,5,0
88,1,5,4,2017,12,6,0
103,1,5,4,2017,12,7,0
90,1,5,4,2017,12,8,0
51,1,5,4,2017,12,9,0
13,1,5,4,2017,12,10,0
158,1,5,4,2017,12,11,0
133,1,5,4,2017,12,12,0
157,1,5,4,2017,12,13,0
157,1,5,4,2017,12,14,0
148,1,5,4,2017,12,15,0
102,1,5,4,2017,12,16,0
24,1,5,4,2017,12,17,0
156,1,5,4,2017,12,18,0
147,1,5,4,2017,12,19,0
121,1,5,4,2017,12,20,0
83,1,5,4,2017,12,21,0
121,1,5,4,2017,12,22,0
99,1,5,4,2017,12,23,0
12,1,5,4,2017,12,24,0
146,1,5,4,2017,12,25,1
148,1,5,4,2017,12,26,0
135,1,5,4,2017,12,27,0
130,1,5,4,2017,12,28,0
133,1,5,4,2017,12,29,0
166,1,5,4,2017,12,30,0
811,1,5,4,2017,12,31,0
81,1,5,4,2018,1,1,1
0,1,5,4,2018,1,2,0
0,1,5,4,2018,1,3,0
0,1,5,4,2018,1,4,0
96,1,5,4,2018,1,5,0
69,1,5,4,2018,1,6,0
0,1,5,4,2018,1,8,0
149,1,5,4,2018,1,9,0
128,1,5,4,2018,1,10,0
157,1,5,4,2018,1,11,0
176,1,5,4,2018,1,12,0
192,1,5,4,2018,1,13,0
43,1,5,4,2018,1,14,1
219,1,5,4,2018,1,15,0
198,1,5,4,2018,1,16,0
182,1,5,4,2018,1,17,0
208,1,5,4,2018,1,18,0
153,1,5,4,2018,1,19,0
131,1,5,4,2018,1,20,0
27,1,5,4,2018,1,21,0
233,1,5,4,2018,1,22,0
181,1,5,4,2018,1,23,0
146,1,5,4,2018,1,24,0
216,1,5,4,2018,1,25,0
178,1,5,4,2018,1,26,1
95,1,5,4,2018,1,27,0
23,1,5,4,2018,1,28,0
168,1,5,4,2018,1,29,0
122,1,5,4,2018,1,30,0
541,1,5,4,2018,1,31,0
4,1,5,4,2018,2,1,0
0,1,5,4,2018,2,2,0
0,1,5,4,2018,2,3,0
182,1,5,4,2018,2,5,0
137,1,5,4,2018,2,6,0
118,1,5,4,2018,2,7,0
155,1,5,4,2018,2,8,0
146,1,5,4,2018,2,9,0
122,1,5,4,2018,2,10,0
50,1,5,4,2018,2,11,0
299,1,5,4,2018,2,12,0
279,1,5,4,2018,2,13,0
153,1,5,4,2018,2,14,1
112,1,5,4,2018,2,15,0
126,1,5,4,2018,2,16,0
109,1,5,4,2018,2,17,0
25,1,5,4,2018,2,18,0
158,1,5,4,2018,2,19,0
123,1,5,4,2018,2,20,0
139,1,5,4,2018,2,21,0
138,1,5,4,2018,2,22,0
126,1,5,4,2018,2,23,0
95,1,5,4,2018,2,24,0
18,1,5,4,2018,2,25,0
137,1,5,4,2018,2,26,0
147,1,5,4,2018,2,27,0
594,1,5,4,2018,2,28,0
0,1,5,4,2018,3,1,0
0,1,5,4,2018,3,3,0
190,1,5,4,2018,3,5,0
173,1,5,4,2018,3,6,0
118,1,5,4,2018,3,7,0
153,1,5,4,2018,3,8,0
134,1,5,4,2018,3,9,0
133,1,5,4,2018,3,10,0
31,1,5,4,2018,3,11,0
189,1,5,4,2018,3,12,0
155,1,5,4,2018,3,13,0
126,1,5,4,2018,3,14,0
147,1,5,4,2018,3,15,0
132,1,5,4,2018,3,16,0
182,1,5,4,2018,3,17,0
95,1,5,4,2018,3,18,1
218,1,5,4,2018,3,19,0
172,1,5,4,2018,3,20,0
168,1,5,4,2018,3,21,0
199,1,5,4,2018,3,22,0
194,1,5,4,2018,3,23,0
189,1,5,4,2018,3,24,0
128,1,5,4,2018,3,25,1
178,1,5,4,2018,3,26,0
131,1,5,4,2018,3,27,0
119,1,5,4,2018,3,28,0
183,1,5,4,2018,3,29,1
182,1,5,4,2018,3,30,1
1016,1,5,4,2018,3,31,0
0,1,5,4,2018,4,1,0
0,1,5,4,2018,4,2,0
0,1,5,4,2018,4,3,0
0,1,5,4,2018,4,4,0
1,1,5,4,2018,4,5,0
5,1,5,4,2018,4,6,0
4,1,5,4,2018,4,7,0
13,1,5,4,2018,4,8,0
361,1,5,4,2018,4,9,0
6,1,5,4,2018,4,10,0
166,1,5,4,2018,4,11,0
168,1,5,4,2018,4,12,0
161,1,5,4,2018,4,13,0
135,1,5,4,2018,4,14,0
40,1,5,4,2018,4,15,0
238,1,5,4,2018,4,16,0
253,1,5,4,2018,4,17,0
270,1,5,4,2018,4,18,0
157,1,5,4,2018,4,19,0
131,1,5,4,2018,4,20,0
110,1,5,4,2018,4,21,0
30,1,5,4,2018,4,22,0
137,1,5,4,2018,4,23,0
130,1,5,4,2018,4,24,0
125,1,5,4,2018,4,25,0
128,1,5,4,2018,4,26,0
123,1,5,4,2018,4,27,0
105,1,5,4,2018,4,28,0
28,1,5,4,2018,4,29,0
261,1,5,4,2018,4,30,1
6,1,5,4,2018,5,1,1
128,1,5,4,2018,5,2,0
95,1,5,4,2018,5,3,0
111,1,5,4,2018,5,4,0
99,1,5,4,2018,5,5,0
24,1,5,4,2018,5,6,0
139,1,5,4,2018,5,7,0
147,1,5,4,2018,5,8,0
113,1,5,4,2018,5,9,0
141,1,5,4,2018,5,10,0
124,1,5,4,2018,5,11,0
103,1,5,4,2018,5,12,0
23,1,5,4,2018,5,13,0
159,1,5,4,2018,5,14,0
153,1,5,4,2018,5,15,0
132,1,5,4,2018,5,16,0
133,1,5,4,2018,5,17,0
139,1,5,4,2018,5,18,0
84,1,5,4,2018,5,19,0
27,1,5,4,2018,5,20,0
133,1,5,4,2018,5,21,0
122,1,5,4,2018,5,22,0
116,1,5,4,2018,5,23,0
129,1,5,4,2018,5,24,0
111,1,5,4,2018,5,25,0
84,1,5,4,2018,5,26,0
27,1,5,4,2018,5,27,0
131,1,5,4,2018,5,28,0
130,1,5,4,2018,5,29,0
92,1,5,4,2018,5,30,0
192,1,5,4,2018,5,31,0
16,1,5,4,2018,6,1,0
86,1,5,4,2018,6,2,0
12,1,5,4,2018,6,3,0
130,1,5,4,2018,6,4,0
140,1,5,4,2018,6,5,0
137,1,5,4,2018,6,6,0
149,1,5,4,2018,6,7,0
132,1,5,4,2018,6,8,0
113,1,5,4,2018,6,9,0
45,1,5,4,2018,6,10,0
201,1,5,4,2018,6,11,0
155,1,5,4,2018,6,12,0
160,1,5,4,2018,6,13,0
176,1,5,4,2018,6,14,0
176,1,5,4,2018,6,15,0
119,1,5,4,2018,6,16,1
44,1,5,4,2018,6,17,0
207,1,5,4,2018,6,18,0
164,1,5,4,2018,6,19,0
147,1,5,4,2018,6,20,0
180,1,5,4,2018,6,21,0
178,1,5,4,2018,6,22,0
173,1,5,4,2018,6,23,0
38,1,5,4,2018,6,24,0
132,1,5,4,2018,6,25,0
88,1,5,4,2018,6,26,0
166,1,5,4,2018,6,27,0
178,1,5,4,2018,6,28,0
148,1,5,4,2018,6,29,0
163,1,5,4,2018,6,30,0
2,1,5,4,2018,7,1,0
157,1,5,4,2018,7,2,0
74,1,5,4,2018,7,3,0
100,1,5,4,2018,7,4,0
145,1,5,4,2018,7,5,0
127,1,5,4,2018,7,6,0
108,1,5,4,2018,7,7,0
36,1,5,4,2018,7,8,0
183,1,5,4,2018,7,9,0
156,1,5,4,2018,7,10,0
125,1,5,4,2018,7,11,0
110,1,5,4,2018,7,12,0
196,1,5,4,2018,7,13,0
214,1,5,4,2018,7,14,1
25,1,5,4,2018,7,15,0
109,1,5,4,2018,7,16,0
137,1,5,4,2018,7,17,0
123,1,5,4,2018,7,18,0
124,1,5,4,2018,7,19,0
102,1,5,4,2018,7,20,0
70,1,5,4,2018,7,21,0
38,1,5,4,2018,7,22,0
170,1,5,4,2018,7,23,0
144,1,5,4,2018,7,24,0
136,1,5,4,2018,7,25,0
142,1,5,4,2018,7,26,0
167,1,5,4,2018,7,27,0
129,1,5,4,2018,7,28,0
33,1,5,4,2018,7,29,0
191,1,5,4,2018,7,30,0
255,1,5,4,2018,7,31,0
117,1,5,4,2018,8,1,0
3,1,5,4,2018,8,2,0
127,1,5,4,2018,8,3,0
91,1,5,4,2018,8,4,0
23,1,5,4,2018,8,5,0
173,1,5,4,2018,8,6,0
139,1,5,4,2018,8,7,0
137,1,5,4,2018,8,8,0
145,1,5,4,2018,8,9,0
128,1,5,4,2018,8,10,0
136,1,5,4,2018,8,11,0
58,1,5,4,2018,8,12,0
226,1,5,4,2018,8,13,0
184,1,5,4,2018,8,14,0
255,1,5,4,2018,8,15,1
158,1,5,4,2018,8,16,0
140,1,5,4,2018,8,17,0
120,1,5,4,2018,8,18,0
54,1,5,4,2018,8,19,0
149,1,5,4,2018,8,20,0
129,1,5,4,2018,8,21,0
151,1,5,4,2018,8,22,1
137,1,5,4,2018,8,23,0
183,1,5,4,2018,8,24,0
191,1,5,4,2018,8,25,1
121,1,5,4,2018,8,26,1
134,1,5,4,2018,8,27,0
125,1,5,4,2018,8,28,0
120,1,5,4,2018,8,29,0
167,1,5,4,2018,8,30,0
285,1,5,4,2018,8,31,0
100,1,5,4,2018,9,1,0
6,1,5,4,2018,9,2,0
257,1,5,4,2018,9,3,1
111,1,5,4,2018,9,4,0
110,1,5,4,2018,9,5,0
125,1,5,4,2018,9,6,0
97,1,5,4,2018,9,7,0
92,1,5,4,2018,9,8,0
45,1,5,4,2018,9,9,0
135,1,5,4,2018,9,10,0
159,1,5,4,2018,9,11,0
181,1,5,4,2018,9,12,0
217,1,5,4,2018,9,13,1
133,1,5,4,2018,9,14,0
109,1,5,4,2018,9,15,0
53,1,5,4,2018,9,16,0
204,1,5,4,2018,9,17,0
148,1,5,4,2018,9,18,0
134,1,5,4,2018,9,19,0
152,1,5,4,2018,9,20,0
122,1,5,4,2018,9,21,1
145,1,5,4,2018,9,22,0
39,1,5,4,2018,9,23,0
158,1,5,4,2018,9,24,0
91,1,5,4,2018,9,25,0
75,1,5,4,2018,9,26,0
96,1,5,4,2018,9,27,0
128,1,5,4,2018,9,28,0
136,1,5,4,2018,9,29,0
151,1,5,4,2018,9,30,0
105,1,5,4,2018,10,1,0
3,1,5,4,2018,10,2,1
116,1,5,4,2018,10,3,0
111,1,5,4,2018,10,4,0
106,1,5,4,2018,10,5,0
137,1,5,4,2018,10,6,0
96,1,5,4,2018,10,7,0
201,1,5,4,2018,10,8,0
302,1,5,4,2018,10,9,0
350,1,5,4,2018,10,10,0
319,1,5,4,2018,10,11,0
290,1,5,4,2018,10,12,0
237,1,5,4,2018,10,13,0
236,1,5,4,2018,10,14,0
302,1,5,4,2018,10,15,0
373,1,5,4,2018,10,16,0
447,1,5,4,2018,10,17,0
452,1,5,4,2018,10,18,0
263,1,5,4,2018,10,19,1
159,1,5,4,2018,10,20,0
73,1,5,4,2018,10,21,0
186,1,5,4,2018,10,22,0
180,1,5,4,2018,10,23,0
193,1,5,4,2018,10,24,0
183,1,5,4,2018,10,25,0
183,1,5,4,2018,10,26,0
152,1,5,4,2018,10,27,0
97,1,5,4,2018,10,28,0
237,1,5,4,2018,10,29,0
233,1,5,4,2018,10,30,0
796,1,5,4,2018,10,31,0
7,1,5,4,2018,11,1,0
8,1,5,4,2018,11,2,0
365,1,5,4,2018,11,3,0
425,1,5,4,2018,11,4,0
540,1,5,4,2018,11,5,0
388,1,5,4,2018,11,6,0
412,1,5,4,2018,11,7,1
79,1,5,4,2018,11,8,0
43,1,5,4,2018,11,9,0
24,1,5,4,2018,11,10,0
23,1,5,4,2018,11,11,0
258,1,5,4,2018,11,12,0
185,1,5,4,2018,11,13,0
143,1,5,4,2018,11,14,0
103,1,5,4,2018,11,15,0
130,1,5,4,2018,11,16,0
94,1,5,4,2018,11,17,0
25,1,5,4,2018,11,18,0
202,1,5,4,2018,11,19,0
140,1,5,4,2018,11,20,0
117,1,5,4,2018,11,21,1
145,1,5,4,2018,11,22,0
161,1,5,4,2018,11,23,1
101,1,5,4,2018,11,24,0
24,1,5,4,2018,11,25,0
138,1,5,4,2018,11,26,0
95,1,5,4,2018,11,27,0
131,1,5,4,2018,11,28,0
130,1,5,4,2018,11,29,0
226,1,5,4,2018,11,30,0
11,1,5,4,2018,12,1,0
9,1,5,4,2018,12,2,0
130,1,5,4,2018,12,3,0
110,1,5,4,2018,12,4,0
111,1,5,4,2018,12,5,0
86,1,5,4,2018,12,6,0
85,1,5,4,2018,12,7,0
81,1,5,4,2018,12,8,0
14,1,5,4,2018,12,9,0
130,1,5,4,2018,12,10,0
91,1,5,4,2018,12,11,0
79,1,5,4,2018,12,12,0
114,1,5,4,2018,12,13,0
121,1,5,4,2018,12,14,0
68,1,5,4,2018,12,15,0
21,1,5,4,2018,12,16,0
124,1,5,4,2018,12,17,0
84,1,5,4,2018,12,18,0
87,1,5,4,2018,12,19,0
85,1,5,4,2018,12,20,0
78,1,5,4,2018,12,21,0
74,1,5,4,2018,12,22,0
18,1,5,4,2018,12,23,0
121,1,5,4,2018,12,24,0
109,1,5,4,2018,12,25,1
96,1,5,4,2018,12,26,0
84,1,5,4,2018,12,27,0
78,1,5,4,2018,12,28,0
78,1,5,4,2018,12,29,0
28,1,5,4,2018,12,30,0
230,1,5,4,2018,12,31,0
0,1,5,4,2019,1,1,1
102,1,5,4,2019,1,2,0
91,1,5,4,2019,1,3,0
86,1,5,4,2019,1,4,0
73,1,5,4,2019,1,5,0
20,1,5,4,2019,1,6,0
98,1,5,4,2019,1,7,0
100,1,5,4,2019,1,8,0
87,1,5,4,2019,1,9,0
105,1,5,4,2019,1,10,0
113,1,5,4,2019,1,11,0
130,1,5,4,2019,1,12,0
57,1,5,4,2019,1,13,0
27,1,5,4,2019,1,14,1
156,1,5,4,2019,1,15,0
156,1,5,4,2019,1,16,0
123,1,5,4,2019,1,17,0
125,1,5,4,2019,1,18,0
113,1,5,4,2019,1,19,0
21,1,5,4,2019,1,20,0
153,1,5,4,2019,1,21,0
99,1,5,4,2019,1,22,0
120,1,5,4,2019,1,23,0
102,1,5,4,2019,1,24,0
122,1,5,4,2019,1,25,0
120,1,5,4,2019,1,26,1
16,1,5,4,2019,1,27,0
144,1,5,4,2019,1,28,0
77,1,5,4,2019,1,29,0
90,1,5,4,2019,1,30,0
182,1,5,4,2019,1,31,0
2,1,5,4,2019,2,1,0
101,1,5,4,2019,2,2,0
32,1,5,4,2019,2,3,0
133,1,5,4,2019,2,4,0
95,1,5,4,2019,2,5,0
150,1,5,4,2019,2,6,0
134,1,5,4,2019,2,7,0
207,1,5,4,2019,2,8,0
3,1,5,4,2019,2,9,0
69,1,5,4,2019,2,10,0
156,1,5,4,2019,2,11,0
123,1,5,4,2019,2,12,0
99,1,5,4,2019,2,13,0
124,1,5,4,2019,2,14,0
98,1,5,4,2019,2,15,0
81,1,5,4,2019,2,16,0
25,1,5,4,2019,2,17,0
157,1,5,4,2019,2,18,0
128,1,5,4,2019,2,19,0
94,1,5,4,2019,2,20,0
114,1,5,4,2019,2,21,0
106,1,5,4,2019,2,22,0
82,1,5,4,2019,2,23,0
37,1,5,4,2019,2,24,0
120,1,5,4,2019,2,25,0
103,1,5,4,2019,2,26,0
130,1,5,4,2019,2,27,0
194,1,5,4,2019,2,28,0
